"No.","Time","Source","Destination","Protocol","Length","Info","The RTT to ACK the segment was"
"147031","25.766484","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=35759762 Win=6761 Len=0 TSval=1915945284 TSecr=1455340548","0.004848000"
"147032","25.766531","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35772128 Win=6761 Len=0 TSval=1915945285 TSecr=1455340549","0.003964000,0.003718000"
"147033","25.766579","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=35776250 Win=6761 Len=0 TSval=1915945285 TSecr=1455340549","0.003458000"
"147034","25.766625","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35791364 Win=6761 Len=0 TSval=1915945287 TSecr=1455340551","0.002385000,0.002143000"
"147057","25.768338","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=35795486 Win=6761 Len=0 TSval=1915945287 TSecr=1455340551","0.003351000"
"147066","25.771335","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35813348 Win=6761 Len=0 TSval=1915945291 TSecr=1455340553","0.005550000,0.004368000"
"147067","25.771382","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35820218 Win=6761 Len=0 TSval=1915945291 TSecr=1455340553","0.004228000,0.004032000"
"147128","25.776444","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35847698 Win=6761 Len=0 TSval=1915945296 TSecr=1455340556","0.004534000,0.004293000"
"147153","25.778518","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35862812 Win=6761 Len=0 TSval=1915945299 TSecr=1455340561","0.003714000,0.003381000"
"147243","25.786878","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35872430 Win=6761 Len=0 TSval=1915945299 TSecr=1455340561","0.011329000,0.011138000"
"147244","25.786924","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=35882048 Win=6761 Len=0 TSval=1915945299 TSecr=1455340561","0.010036000"
"147245","25.786969","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35899910 Win=6761 Len=0 TSval=1915945301 TSecr=1455340564","0.009252000,0.008677000"
"147246","25.787014","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35924642 Win=6761 Len=0 TSval=1915945303 TSecr=1455340566","0.006924000,0.006312000"
"147247","25.787060","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35942504 Win=6761 Len=0 TSval=1915945305 TSecr=1455340568","0.005012000,0.004614000"
"147307","25.791110","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35957618 Win=6761 Len=0 TSval=1915945309 TSecr=1455340570","0.005519000,0.004914000"
"147325","25.793174","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=35967236 Win=6761 Len=0 TSval=1915945311 TSecr=1455340575","0.003869000"
"147337","25.794213","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=35974106 Win=6761 Len=0 TSval=1915945313 TSecr=1455340575","0.004819000,0.004678000"
"147338","25.794258","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=35976854 Win=6761 Len=0 TSval=1915945313 TSecr=1455340575","0.004603000"
"147350","25.796050","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=35990594 Win=6761 Len=0 TSval=1915945315 TSecr=1455340578","0.003549000,0.003101000"
"147367","25.797682","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36000212 Win=6761 Len=0 TSval=1915945316 TSecr=1455340578","0.003925000,0.003699000"
"147374","25.799522","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36026318 Win=6761 Len=0 TSval=1915945320 TSecr=1455340584","0.002369000,0.002046000"
"147442","25.804549","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36035936 Win=6761 Len=0 TSval=1915945322 TSecr=1455340584","0.004462000"
"147443","25.804597","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36053798 Win=6761 Len=0 TSval=1915945324 TSecr=1455340587","0.003654000,0.003343000"
"147475","25.807989","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36057920 Win=6761 Len=0 TSval=1915945324 TSecr=1455340587","0.006437000"
"147480","25.809606","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36090896 Win=6761 Len=0 TSval=1915945327 TSecr=1455340589","0.006489000,0.005347000"
"147481","25.809697","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36106010 Win=6761 Len=0 TSval=1915945329 TSecr=1455340592","0.003921000,0.003517000"
"147509","25.811679","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36118376 Win=6761 Len=0 TSval=1915945330 TSecr=1455340592","0.004968000,0.004563000"
"147538","25.814139","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36134864 Win=6761 Len=0 TSval=1915945334 TSecr=1455340594","0.003426000,0.002917000"
"147571","25.817496","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36143108 Win=6761 Len=0 TSval=1915945335 TSecr=1455340599","0.006020000,0.005198000"
"147572","25.817541","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36149978 Win=6761 Len=0 TSval=1915945335 TSecr=1455340599","0.004809000"
"147609","25.822013","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36169214 Win=6761 Len=0 TSval=1915945337 TSecr=1455340599","0.008525000,0.008123000"
"147631","25.824386","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36203564 Win=6761 Len=0 TSval=1915945340 TSecr=1455340602","0.008299000,0.007243000"
"147632","25.824432","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36231044 Win=6761 Len=0 TSval=1915945344 TSecr=1455340605","0.003688000,0.003023000"
"147646","25.825553","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36237914 Win=6761 Len=0 TSval=1915945344 TSecr=1455340608","0.003853000"
"147647","25.825601","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36247532 Win=6761 Len=0 TSval=1915945345 TSecr=1455340608","0.002971000,0.002810000"
"147677","25.828159","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36259898 Win=6761 Len=0 TSval=1915945348 TSecr=1455340610","0.004458000"
"147727","25.831937","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36262646 Win=6761 Len=0 TSval=1915945350 TSecr=1455340612","0.005931000"
"147746","25.832923","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36286004 Win=6761 Len=0 TSval=1915945352 TSecr=1455340616","0.005551000,0.003537000"
"147747","25.832970","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36294248 Win=6761 Len=0 TSval=1915945352 TSecr=1455340616","0.003285000"
"147777","25.834629","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36314858 Win=6761 Len=0 TSval=1915945355 TSecr=1455340617","0.002172000,0.001567000"
"147808","25.836729","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36329972 Win=6761 Len=0 TSval=1915945356 TSecr=1455340619","0.003216000,0.003080000"
"147830","25.838981","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36345086 Win=6761 Len=0 TSval=1915945357 TSecr=1455340619","0.004850000,0.004579000"
"147831","25.839028","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36360200 Win=6761 Len=0 TSval=1915945358 TSecr=1455340621","0.003619000,0.003261000"
"147893","25.846097","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36397298 Win=6761 Len=0 TSval=1915945363 TSecr=1455340626","0.006497000,0.005944000"
"147913","25.847704","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36415160 Win=6761 Len=0 TSval=1915945364 TSecr=1455340626","0.005531000"
"147967","25.854229","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36428900 Win=6761 Len=0 TSval=1915945370 TSecr=1455340629","0.009381000,0.009060000"
"148008","25.857905","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36446762 Win=6761 Len=0 TSval=1915945370 TSecr=1455340629","0.011202000"
"148009","25.857950","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36457754 Win=6761 Len=0 TSval=1915945373 TSecr=1455340635","0.007684000,0.007426000"
"148010","25.857995","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36474242 Win=6761 Len=0 TSval=1915945376 TSecr=1455340635","0.004614000"
"148011","25.858040","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36481112 Win=6761 Len=0 TSval=1915945377 TSecr=1455340641","0.004017000,0.003462000"
"148054","25.862716","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36508592 Win=6761 Len=0 TSval=1915945381 TSecr=1455340641","0.006784000,0.006289000"
"148078","25.864700","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36520958 Win=6761 Len=0 TSval=1915945382 TSecr=1455340645","0.005163000,0.004638000"
"148171","25.873696","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36526454 Win=6761 Len=0 TSval=1915945385 TSecr=1455340648","0.012806000,0.012692000"
"148172","25.873743","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36547064 Win=6761 Len=0 TSval=1915945385 TSecr=1455340648","0.011695000,0.010907000"
"148173","25.873788","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36564926 Win=6761 Len=0 TSval=1915945387 TSecr=1455340650","0.010354000,0.009551000"
"148174","25.873835","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36574544 Win=6761 Len=0 TSval=1915945390 TSecr=1455340650","0.009437000,0.007297000"
"148193","25.874915","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36597902 Win=6761 Len=0 TSval=1915945391 TSecr=1455340655","0.007867000,0.006039000"
"148194","25.874965","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36614390 Win=6761 Len=0 TSval=1915945393 TSecr=1455340655","0.005112000,0.004540000"
"148213","25.877600","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36622634 Win=6761 Len=0 TSval=1915945394 TSecr=1455340657","0.005943000"
"148218","25.879335","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36639122 Win=6761 Len=0 TSval=1915945398 TSecr=1455340661","0.004962000,0.004673000"
"148224","25.879669","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36641870 Win=6761 Len=0 TSval=1915945399 TSecr=1455340661","0.003193000"
"148255","25.883192","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36652862 Win=6761 Len=0 TSval=1915945403 TSecr=1455340661","0.007009000"
"148296","25.889205","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36667976 Win=6761 Len=0 TSval=1915945406 TSecr=1455340668","0.005363000"
"148297","25.889257","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36687212 Win=6761 Len=0 TSval=1915945408 TSecr=1455340672","0.003567000,0.003476000"
"148359","25.893182","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36702326 Win=6761 Len=0 TSval=1915945411 TSecr=1455340673","0.004216000"
"148365","25.894657","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36727058 Win=6761 Len=0 TSval=1915945414 TSecr=1455340677","0.003085000,0.002821000"
"148383","25.896106","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36742172 Win=6761 Len=0 TSval=1915945416 TSecr=1455340679","0.003467000,0.003128000"
"148419","25.900451","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36760034 Win=6761 Len=0 TSval=1915945420 TSecr=1455340681","0.002955000,0.004893000"
"148420","25.900497","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36771026 Win=6761 Len=0 TSval=1915945421 TSecr=1455340686","0.004624000,0.001723000"
"148442","25.902635","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36794384 Win=6761 Len=0 TSval=1915945423 TSecr=1455340686","0.002872000,0.002389000"
"148472","25.905167","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36809498 Win=6761 Len=0 TSval=1915945424 TSecr=1455340688","0.003885000,0.003562000"
"148500","25.907515","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36816368 Win=6761 Len=0 TSval=1915945424 TSecr=1455340689","0.005091000"
"148523","25.910503","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36834230 Win=6761 Len=0 TSval=1915945427 TSecr=1455340689","0.007089000,0.006568000"
"148524","25.910549","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36847970 Win=6761 Len=0 TSval=1915945427 TSecr=1455340690","0.006366000,0.005887000"
"148547","25.912822","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36852092 Win=6761 Len=0 TSval=1915945433 TSecr=1455340690","0.007350000"
"148548","25.912868","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36865832 Win=6761 Len=0 TSval=1915945433 TSecr=1455340692","0.006814000,0.006630000"
"148570","25.914963","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=36880946 Win=6761 Len=0 TSval=1915945433 TSecr=1455340692","0.007677000"
"148571","25.915009","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36891938 Win=6761 Len=0 TSval=1915945435 TSecr=1455340699","0.002850000,0.002599000"
"148601","25.917089","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36902930 Win=6761 Len=0 TSval=1915945436 TSecr=1455340700","0.004473000"
"148624","25.920515","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36930410 Win=6761 Len=0 TSval=1915945437 TSecr=1455340700","0.006459000,0.005824000"
"148707","25.929128","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=36955142 Win=6761 Len=0 TSval=1915945444 TSecr=1455340702","0.011905000,0.008229000"
"148708","25.929175","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36960638 Win=6761 Len=0 TSval=1915945445 TSecr=1455340702","0.008068000"
"148738","25.931478","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=36974378 Win=6761 Len=0 TSval=1915945448 TSecr=1455340709","0.005729000"
"148757","25.934543","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=36985370 Win=6761 Len=0 TSval=1915945453 TSecr=1455340709","0.008580000,0.008151000"
"148774","25.935913","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37010102 Win=6761 Len=0 TSval=1915945454 TSecr=1455340714","0.007658000,0.006400000"
"148828","25.939989","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37030712 Win=6761 Len=0 TSval=1915945458 TSecr=1455340720","0.004620000"
"148847","25.941548","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37051322 Win=6761 Len=0 TSval=1915945460 TSecr=1455340720","0.005847000,0.004130000"
"148848","25.941594","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37058192 Win=6761 Len=0 TSval=1915945462 TSecr=1455340725","0.003178000"
"148874","25.943916","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37084298 Win=6761 Len=0 TSval=1915945463 TSecr=1455340727","0.004712000,0.003178000"
"148875","25.943961","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37093916 Win=6761 Len=0 TSval=1915945464 TSecr=1455340727","0.002781000"
"148950","25.948401","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37109030 Win=6761 Len=0 TSval=1915945465 TSecr=1455340727","0.005404000"
"148951","25.948450","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37120022 Win=6761 Len=0 TSval=1915945466 TSecr=1455340729","0.004872000,0.004778000"
"149050","25.957390","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37136510 Win=6761 Len=0 TSval=1915945472 TSecr=1455340731","0.013096000,0.007494000"
"149051","25.957436","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37139258 Win=6761 Len=0 TSval=1915945472 TSecr=1455340736","0.007447000"
"149093","25.963586","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37151624 Win=6761 Len=0 TSval=1915945474 TSecr=1455340737","0.012095000,0.011961000"
"149094","25.963631","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37157120 Win=6761 Len=0 TSval=1915945475 TSecr=1455340737","0.011887000,0.011348000"
"149095","25.963678","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37173608 Win=6761 Len=0 TSval=1915945477 TSecr=1455340737","0.010888000,0.009293000"
"149096","25.963724","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37183226 Win=6761 Len=0 TSval=1915945477 TSecr=1455340740","0.008869000"
"149097","25.963769","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37196966 Win=6761 Len=0 TSval=1915945479 TSecr=1455340743","0.006949000,0.006726000"
"149098","25.963813","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37199714 Win=6761 Len=0 TSval=1915945479 TSecr=1455340743","0.006655000"
"149115","25.964643","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37206584 Win=6761 Len=0 TSval=1915945480 TSecr=1455340745","0.002222000"
"149116","25.964688","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37218950 Win=6761 Len=0 TSval=1915945484 TSecr=1455340745","0.002000000,0.002551000"
"149161","25.969377","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37251926 Win=6761 Len=0 TSval=1915945488 TSecr=1455340750","0.003389000"
"149206","25.973088","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37265666 Win=6761 Len=0 TSval=1915945491 TSecr=1455340754","0.005424000,0.005005000"
"149222","25.974490","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37282154 Win=6761 Len=0 TSval=1915945493 TSecr=1455340757","0.004262000,0.003845000"
"149257","25.977597","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37284902 Win=6761 Len=0 TSval=1915945495 TSecr=1455340758","0.005818000"
"149258","25.977643","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37322000 Win=6761 Len=0 TSval=1915945497 TSecr=1455340758","0.004764000,0.003356000"
"149284","25.979181","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37331618 Win=6761 Len=0 TSval=1915945497 TSecr=1455340761","0.003800000"
"149314","25.982755","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37360472 Win=6761 Len=0 TSval=1915945501 TSecr=1455340762","0.006026000,0.004485000"
"149338","25.984527","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37390700 Win=6761 Len=0 TSval=1915945504 TSecr=1455340767","0.003735000,0.003479000"
"149423","25.989877","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37393448 Win=6761 Len=0 TSval=1915945505 TSecr=1455340769","0.007859000"
"149424","25.989923","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37416806 Win=6761 Len=0 TSval=1915945507 TSecr=1455340769","0.007382000,0.006264000"
"149425","25.989968","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37430546 Win=6761 Len=0 TSval=1915945507 TSecr=1455340770","0.005782000"
"149452","25.991408","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37478636 Win=6761 Len=0 TSval=1915945512 TSecr=1455340772","0.003637000,0.001818000"
"149498","25.995093","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37493750 Win=6761 Len=0 TSval=1915945514 TSecr=1455340777","0.003907000"
"149542","25.997768","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37519856 Win=6761 Len=0 TSval=1915945516 TSecr=1455340778","0.004404000,0.003960000"
"149548","25.999059","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37525352 Win=6761 Len=0 TSval=1915945517 TSecr=1455340779","0.005028000"
"149583","26.004342","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37556954 Win=6761 Len=0 TSval=1915945523 TSecr=1455340782","0.008478000,0.004693000"
"149625","26.007945","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37588556 Win=6761 Len=0 TSval=1915945529 TSecr=1455340789","0.002572000,0.001754000"
"149659","26.010679","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37596800 Win=6761 Len=0 TSval=1915945530 TSecr=1455340794","0.003143000"
"149660","26.010726","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37606418 Win=6761 Len=0 TSval=1915945531 TSecr=1455340794","0.002211000,0.002119000"
"149664","26.012108","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37621532 Win=6761 Len=0 TSval=1915945532 TSecr=1455340795","0.002887000,0.002564000"
"149683","26.013978","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37635272 Win=6761 Len=0 TSval=1915945533 TSecr=1455340796","0.003562000"
"149701","26.015872","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37647638 Win=6761 Len=0 TSval=1915945536 TSecr=1455340796","0.002402000"
"149744","26.019010","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37660004 Win=6761 Len=0 TSval=1915945537 TSecr=1455340801","0.005244000,0.004223000"
"149767","26.020395","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37666874 Win=6761 Len=0 TSval=1915945537 TSecr=1455340801","0.005351000"
"149798","26.022866","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37694354 Win=6761 Len=0 TSval=1915945541 TSecr=1455340803","0.006146000,0.005225000"
"149799","26.022917","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37709468 Win=6761 Len=0 TSval=1915945543 TSecr=1455340806","0.003199000,0.002778000"
"149841","26.028692","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37724582 Win=6761 Len=0 TSval=1915945544 TSecr=1455340806","0.007669000,0.007182000"
"149876","26.030857","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37736948 Win=6761 Len=0 TSval=1915945547 TSecr=1455340808","0.009036000,0.008815000"
"149886","26.031396","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37756184 Win=6761 Len=0 TSval=1915945551 TSecr=1455340809","0.007931000,0.006931000"
"149999","26.041362","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37772672 Win=6761 Len=0 TSval=1915945553 TSecr=1455340817","0.010773000,0.010683000"
"150000","26.041411","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37779542 Win=6761 Len=0 TSval=1915945553 TSecr=1455340818","0.010393000,0.010227000"
"150001","26.041461","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37801526 Win=6761 Len=0 TSval=1915945555 TSecr=1455340818","0.009120000,0.008664000"
"150002","26.041511","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37815266 Win=6761 Len=0 TSval=1915945557 TSecr=1455340820","0.007353000,0.007087000"
"150020","26.042539","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37831754 Win=6761 Len=0 TSval=1915945560 TSecr=1455340822","0.006999000"
"150028","26.044903","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=37845494 Win=6761 Len=0 TSval=1915945564 TSecr=1455340825","0.005897000,0.005737000"
"150138","26.053703","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=37850990 Win=6761 Len=0 TSval=1915945568 TSecr=1455340829","0.008120000"
"150139","26.053748","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37867478 Win=6761 Len=0 TSval=1915945571 TSecr=1455340829","0.007871000,0.005890000"
"150140","26.053793","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=37874348 Win=6761 Len=0 TSval=1915945571 TSecr=1455340834","0.005691000"
"150173","26.059160","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=37894958 Win=6761 Len=0 TSval=1915945572 TSecr=1455340836","0.009970000,0.009272000"
