"No.","Time","Source","Destination","Protocol","Length","Info","The RTT to ACK the segment was"
"26303","10.288375","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31046942 Win=865408 Len=0 TSval=1915944609 TSecr=1455339871","0.004611000"
"26328","10.290199","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31053812 Win=865408 Len=0 TSval=1915944609 TSecr=1455339871","0.006427000"
"26329","10.290218","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31060682 Win=865408 Len=0 TSval=1915944610 TSecr=1455339874","0.003687000"
"26340","10.300864","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31086788 Win=865408 Len=0 TSval=1915944610 TSecr=1455339874","0.014283000"
"26361","10.300925","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31096406 Win=865408 Len=0 TSval=1915944612 TSecr=1455339876","0.012517000"
"26362","10.300929","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31119764 Win=865408 Len=0 TSval=1915944612 TSecr=1455339876","0.012495000"
"26363","10.300932","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31122512 Win=865408 Len=0 TSval=1915944614 TSecr=1455339878","0.010698000"
"26364","10.300936","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31133504 Win=865408 Len=0 TSval=1915944614 TSecr=1455339878","0.010687000"
"26381","10.306975","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31140374 Win=865408 Len=0 TSval=1915944624 TSecr=1455339888","0.006079000"
"26382","10.307910","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31160984 Win=865408 Len=0 TSval=1915944625 TSecr=1455339888","0.006988000"
"26402","10.310777","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31169228 Win=865408 Len=0 TSval=1915944629 TSecr=1455339890","0.008227000"
"26427","10.312939","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31177472 Win=865408 Len=0 TSval=1915944631 TSecr=1455339890","0.006191000"
"26435","10.312956","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31182968 Win=865408 Len=0 TSval=1915944631 TSecr=1455339894","0.006203000"
"26436","10.312958","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31192586 Win=865408 Len=0 TSval=1915944632 TSecr=1455339896","0.004310000"
"26437","10.315163","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31209074 Win=865408 Len=0 TSval=1915944634 TSecr=1455339897","0.005650000"
"26438","10.315166","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31225562 Win=865408 Len=0 TSval=1915944635 TSecr=1455339899","0.003477000"
"26439","10.315168","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31231058 Win=865408 Len=0 TSval=1915944635 TSecr=1455339899","0.003473000"
"26478","10.319059","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31240676 Win=865408 Len=0 TSval=1915944639 TSecr=1455339900","0.006331000"
"26479","10.319068","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31248920 Win=865408 Len=0 TSval=1915944639 TSecr=1455339900","0.006117000"
"26490","10.320652","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31251668 Win=865408 Len=0 TSval=1915944639 TSecr=1455339900","0.007698000"
"26491","10.321633","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31258538 Win=865408 Len=0 TSval=1915944640 TSecr=1455339904","0.004609000"
"26492","10.321645","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31269530 Win=865408 Len=0 TSval=1915944641 TSecr=1455339904","0.004606000"
"26493","10.321650","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31275026 Win=865408 Len=0 TSval=1915944641 TSecr=1455339904","0.004605000"
"26512","10.324668","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31283270 Win=865408 Len=0 TSval=1915944643 TSecr=1455339904","0.005805000"
"26513","10.324679","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31287392 Win=865408 Len=0 TSval=1915944643 TSecr=1455339906","0.005812000"
"26514","10.324683","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31291514 Win=865408 Len=0 TSval=1915944643 TSecr=1455339906","0.005807000"
"26515","10.324685","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31299758 Win=865408 Len=0 TSval=1915944643 TSecr=1455339906","0.005801000"
"26516","10.324689","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31303880 Win=865408 Len=0 TSval=1915944643 TSecr=1455339906","0.005801000"
"26517","10.326534","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31310750 Win=865408 Len=0 TSval=1915944646 TSecr=1455339908","0.006001000"
"26518","10.326541","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31314872 Win=865408 Len=0 TSval=1915944646 TSecr=1455339908","0.006004000"
"26529","10.328759","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31317620 Win=865408 Len=0 TSval=1915944646 TSecr=1455339908","0.008220000"
"26530","10.330324","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31327238 Win=865408 Len=0 TSval=1915944651 TSecr=1455339911","0.006388000"
"26531","10.330338","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31334108 Win=865408 Len=0 TSval=1915944651 TSecr=1455339911","0.006385000"
"26532","10.332116","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31338230 Win=865408 Len=0 TSval=1915944651 TSecr=1455339911","0.008158000"
"26569","10.339850","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31356092 Win=865408 Len=0 TSval=1915944659 TSecr=1455339911","0.011154000"
"26586","10.342383","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31371206 Win=865408 Len=0 TSval=1915944662 TSecr=1455339925","0.005268000"
"26587","10.342407","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31383572 Win=865408 Len=0 TSval=1915944662 TSecr=1455339925","0.005276000"
"26588","10.344699","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31394564 Win=865408 Len=0 TSval=1915944664 TSecr=1455339927","0.004882000"
"26589","10.344720","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31405556 Win=865408 Len=0 TSval=1915944664 TSecr=1455339927","0.004887000"
"26598","10.348544","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31411052 Win=865408 Len=0 TSval=1915944668 TSecr=1455339929","0.007125000"
"26621","10.353456","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31422044 Win=865408 Len=0 TSval=1915944670 TSecr=1455339929","0.012014000"
"26622","10.353484","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31438532 Win=865408 Len=0 TSval=1915944672 TSecr=1455339929","0.005424000"
"26623","10.354915","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31450898 Win=865408 Len=0 TSval=1915944674 TSecr=1455339937","0.004886000"
"26632","10.358924","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31461890 Win=865408 Len=0 TSval=1915944678 TSecr=1455339939","0.006900000"
"26633","10.358950","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31466012 Win=865408 Len=0 TSval=1915944679 TSecr=1455339939","0.006918000"
"26634","10.358962","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31468760 Win=865408 Len=0 TSval=1915944679 TSecr=1455339939","0.006924000"
"26645","10.359064","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31475630 Win=865408 Len=0 TSval=1915944679 TSecr=1455339944","0.002778000"
"26664","10.363917","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31485248 Win=865408 Len=0 TSval=1915944683 TSecr=1455339944","0.004892000"
"26665","10.363945","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31492118 Win=865408 Len=0 TSval=1915944683 TSecr=1455339946","0.004896000"
"26666","10.364674","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31498988 Win=865408 Len=0 TSval=1915944685 TSecr=1455339946","0.003814000"
"26667","10.364699","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31504484 Win=865408 Len=0 TSval=1915944685 TSecr=1455339948","0.003820000"
"26668","10.365433","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31507232 Win=865408 Len=0 TSval=1915944685 TSecr=1455339948","0.004527000"
"26682","10.365586","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31509980 Win=865408 Len=0 TSval=1915944685 TSecr=1455339948","0.004670000"
"26683","10.367046","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31514102 Win=865408 Len=0 TSval=1915944685 TSecr=1455339948","0.006117000"
"26720","10.377577","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31529216 Win=865408 Len=0 TSval=1915944691 TSecr=1455339948","0.012031000"
"26730","10.377699","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31536086 Win=865408 Len=0 TSval=1915944691 TSecr=1455339953","0.012127000"
"26739","10.379004","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31551200 Win=865408 Len=0 TSval=1915944695 TSecr=1455339956","0.010424000"
"26748","10.379089","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31555322 Win=865408 Len=0 TSval=1915944696 TSecr=1455339956","0.010435000"
"26749","10.379104","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31558070 Win=865408 Len=0 TSval=1915944698 TSecr=1455339956","0.010432000"
"26758","10.381156","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31577306 Win=865408 Len=0 TSval=1915944700 TSecr=1455339956","0.007973000"
"26773","10.381306","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31581428 Win=865408 Len=0 TSval=1915944700 TSecr=1455339961","0.008104000"
"26774","10.381323","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31593794 Win=865408 Len=0 TSval=1915944701 TSecr=1455339965","0.003652000"
"26775","10.381333","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31597916 Win=865408 Len=0 TSval=1915944701 TSecr=1455339965","0.003646000"
"26783","10.382497","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31600664 Win=865408 Len=0 TSval=1915944702 TSecr=1455339966","0.003567000"
"26784","10.382518","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31607534 Win=865408 Len=0 TSval=1915944702 TSecr=1455339966","0.003562000"
"26785","10.382530","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31613030 Win=865408 Len=0 TSval=1915944702 TSecr=1455339966","0.003479000"
"26804","10.384649","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31629518 Win=865408 Len=0 TSval=1915944703 TSecr=1455339966","0.004729000"
"26815","10.384777","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31632266 Win=865408 Len=0 TSval=1915944704 TSecr=1455339968","0.003578000"
"26827","10.384869","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31637762 Win=865408 Len=0 TSval=1915944704 TSecr=1455339969","0.003638000"
"26828","10.387460","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31646006 Win=865408 Len=0 TSval=1915944705 TSecr=1455339969","0.006181000"
"26829","10.387482","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31648754 Win=865408 Len=0 TSval=1915944705 TSecr=1455339969","0.006193000"
"26830","10.387492","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31651502 Win=865408 Len=0 TSval=1915944705 TSecr=1455339969","0.005134000"
"26831","10.387500","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31658372 Win=865408 Len=0 TSval=1915944705 TSecr=1455339970","0.005105000"
"26832","10.387510","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31666616 Win=865408 Len=0 TSval=1915944706 TSecr=1455339970","0.004227000"
"26856","10.389000","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31677608 Win=865408 Len=0 TSval=1915944707 TSecr=1455339971","0.005654000"
"26857","10.389018","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31681730 Win=865408 Len=0 TSval=1915944707 TSecr=1455339971","0.005656000"
"26858","10.389029","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31684478 Win=865408 Len=0 TSval=1915944707 TSecr=1455339971","0.005657000"
"26859","10.390844","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31689974 Win=865408 Len=0 TSval=1915944711 TSecr=1455339972","0.006117000"
"26860","10.390865","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31698218 Win=865408 Len=0 TSval=1915944711 TSecr=1455339972","0.006106000"
"26861","10.390877","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31703714 Win=865408 Len=0 TSval=1915944711 TSecr=1455339972","0.006054000"
"26862","10.390883","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31710584 Win=865408 Len=0 TSval=1915944711 TSecr=1455339972","0.006034000"
"26885","10.392310","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31713332 Win=865408 Len=0 TSval=1915944711 TSecr=1455339972","0.007451000"
"26900","10.395049","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31717454 Win=865408 Len=0 TSval=1915944714 TSecr=1455339976","0.006195000"
"26901","10.395071","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31724324 Win=865408 Len=0 TSval=1915944714 TSecr=1455339976","0.006193000"
"26902","10.395084","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31731194 Win=865408 Len=0 TSval=1915944714 TSecr=1455339976","0.006167000"
"26903","10.395091","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31736690 Win=865408 Len=0 TSval=1915944714 TSecr=1455339976","0.006155000"
"26904","10.395099","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31743560 Win=865408 Len=0 TSval=1915944714 TSecr=1455339976","0.006140000"
"26905","10.395105","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31746308 Win=865408 Len=0 TSval=1915944715 TSecr=1455339976","0.002949000"
"26920","10.397086","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31754552 Win=865408 Len=0 TSval=1915944715 TSecr=1455339980","0.004891000"
"26921","10.397109","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31758674 Win=865408 Len=0 TSval=1915944715 TSecr=1455339980","0.004900000"
"26922","10.397120","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31761422 Win=865408 Len=0 TSval=1915944716 TSecr=1455339980","0.004883000"
"26923","10.397130","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31764170 Win=865408 Len=0 TSval=1915944716 TSecr=1455339980","0.004884000"
"26924","10.397136","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31771040 Win=865408 Len=0 TSval=1915944716 TSecr=1455339980","0.004867000"
"26925","10.398593","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31775162 Win=865408 Len=0 TSval=1915944716 TSecr=1455339980","0.006310000"
"26948","10.400448","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31777910 Win=865408 Len=0 TSval=1915944719 TSecr=1455339981","0.006675000"
"26949","10.400467","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31794398 Win=865408 Len=0 TSval=1915944719 TSecr=1455339981","0.006617000"
"26972","10.402581","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31798520 Win=865408 Len=0 TSval=1915944722 TSecr=1455339984","0.005903000"
"26973","10.402599","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31805390 Win=865408 Len=0 TSval=1915944722 TSecr=1455339984","0.005879000"
"26974","10.404658","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31813634 Win=865408 Len=0 TSval=1915944723 TSecr=1455339984","0.007911000"
"26975","10.404677","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31824626 Win=865408 Len=0 TSval=1915944723 TSecr=1455339988","0.004341000"
"26976","10.404698","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31828748 Win=865408 Len=0 TSval=1915944723 TSecr=1455339988","0.004348000"
"26977","10.404707","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31832870 Win=865408 Len=0 TSval=1915944724 TSecr=1455339988","0.004325000"
"26978","10.404713","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31841114 Win=865408 Len=0 TSval=1915944725 TSecr=1455339988","0.004304000"
"27004","10.410408","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31843862 Win=865408 Len=0 TSval=1915944725 TSecr=1455339988","0.009990000"
"27016","10.412037","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31852106 Win=865408 Len=0 TSval=1915944732 TSecr=1455339989","0.010780000"
"27017","10.412070","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31858976 Win=865408 Len=0 TSval=1915944732 TSecr=1455339989","0.010783000"
"27018","10.412085","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31867220 Win=865408 Len=0 TSval=1915944732 TSecr=1455339990","0.009579000"
"27019","10.412091","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31869968 Win=865408 Len=0 TSval=1915944732 TSecr=1455339990","0.009576000"
"27028","10.413595","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31874090 Win=865408 Len=0 TSval=1915944733 TSecr=1455339990","0.011066000"
"27029","10.414979","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31894700 Win=865408 Len=0 TSval=1915944734 TSecr=1455339998","0.004658000"
"27030","10.415004","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31901570 Win=865408 Len=0 TSval=1915944734 TSecr=1455339998","0.004660000"
"27031","10.415015","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31908440 Win=865408 Len=0 TSval=1915944734 TSecr=1455339998","0.004649000"
"27032","10.415022","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31912562 Win=865408 Len=0 TSval=1915944735 TSecr=1455339999","0.003596000"
"27054","10.423785","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31930424 Win=865408 Len=0 TSval=1915944744 TSecr=1455339999","0.010759000"
"27055","10.423836","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31934546 Win=865408 Len=0 TSval=1915944744 TSecr=1455340000","0.010796000"
"27079","10.427846","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31949660 Win=865408 Len=0 TSval=1915944748 TSecr=1455340009","0.006110000"
"27080","10.427879","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31953782 Win=865408 Len=0 TSval=1915944748 TSecr=1455340009","0.006103000"
"27081","10.427895","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31957904 Win=865408 Len=0 TSval=1915944748 TSecr=1455340009","0.006104000"
"27082","10.427902","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31963400 Win=865408 Len=0 TSval=1915944748 TSecr=1455340009","0.006090000"
"27100","10.428907","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31973018 Win=865408 Len=0 TSval=1915944748 TSecr=1455340013","0.003487000"
"27125","10.430968","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31979888 Win=865408 Len=0 TSval=1915944751 TSecr=1455340013","0.005275000"
"27126","10.430997","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31985384 Win=865408 Len=0 TSval=1915944751 TSecr=1455340013","0.004715000"
"27137","10.432220","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=31995002 Win=865408 Len=0 TSval=1915944751 TSecr=1455340014","0.005883000"
"27138","10.432254","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32018360 Win=865408 Len=0 TSval=1915944752 TSecr=1455340016","0.003391000"
"27161","10.434562","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32027978 Win=865408 Len=0 TSval=1915944753 TSecr=1455340017","0.004684000"
"27162","10.434603","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32030726 Win=865408 Len=0 TSval=1915944753 TSecr=1455340017","0.004713000"
"27163","10.434616","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32036222 Win=865408 Len=0 TSval=1915944754 TSecr=1455340018","0.003792000"
"27164","10.436105","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32048588 Win=865408 Len=0 TSval=1915944754 TSecr=1455340018","0.005195000"
"27165","10.436140","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32051336 Win=865408 Len=0 TSval=1915944755 TSecr=1455340018","0.005218000"
"27166","10.438112","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32054084 Win=865408 Len=0 TSval=1915944756 TSecr=1455340019","0.006154000"
"27171","10.438204","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32077442 Win=865408 Len=0 TSval=1915944756 TSecr=1455340019","0.005838000"
"27172","10.438221","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32081564 Win=865408 Len=0 TSval=1915944757 TSecr=1455340020","0.003829000"
"27186","10.439266","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32085686 Win=865408 Len=0 TSval=1915944757 TSecr=1455340022","0.004803000"
"27187","10.440843","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32092556 Win=865408 Len=0 TSval=1915944761 TSecr=1455340022","0.006349000"
"27212","10.443905","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32106296 Win=865408 Len=0 TSval=1915944764 TSecr=1455340022","0.005221000"
"27213","10.443935","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32118662 Win=865408 Len=0 TSval=1915944764 TSecr=1455340026","0.005196000"
"27236","10.447240","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32122784 Win=865408 Len=0 TSval=1915944767 TSecr=1455340029","0.005526000"
"27237","10.447259","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32128280 Win=865408 Len=0 TSval=1915944767 TSecr=1455340029","0.005521000"
"27249","10.448590","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32139272 Win=865408 Len=0 TSval=1915944769 TSecr=1455340029","0.006773000"
"27250","10.448609","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32146142 Win=865408 Len=0 TSval=1915944769 TSecr=1455340029","0.006762000"
"27251","10.452025","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32151638 Win=865408 Len=0 TSval=1915944769 TSecr=1455340029","0.010153000"
"27252","10.452057","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32162630 Win=865408 Len=0 TSval=1915944771 TSecr=1455340034","0.004957000"
"27253","10.452066","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32168126 Win=865408 Len=0 TSval=1915944771 TSecr=1455340034","0.004922000"
"27254","10.452078","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32173622 Win=865408 Len=0 TSval=1915944771 TSecr=1455340034","0.004913000"
"27255","10.452085","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32177744 Win=865408 Len=0 TSval=1915944771 TSecr=1455340034","0.004905000"
"27266","10.456054","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=32190110 Win=865408 Len=0 TSval=1915944776 TSecr=1455340034","0.007525000"
